"Case 1 (|X|,|Y|<2mm)",Case 2 (X>2mm，|Y|<2mm),Case 3 (X<-2mm，|Y|<2mm),Case 4 (Y>2mm，|X|<2mm),Case 5 (Y<-2mm，|X|<2mm),Case 6 (X>2mm，Y>2mm),Case 7 (X>2mm，Y<-2mm),Case 8 (X<-2mm，Y<-2mm),Case 9 (X<-2mm，Y>2mm)
60501.815877602945,,,,,,,,
60501.8161975032,,,,,,,,
60501.81651734819,,,,,,,,
60501.81683713444,,,,,,,,
60501.81715681049,,,,,,,,
60501.81779621726,,,,,,,,
60501.81811597431,,,,,,,,
60501.81843597172,,,,,,,,
60501.81875572966,,,,,,,,
60501.81907540105,,,,,,,,
60501.8193951311,,,,,,,,
60501.81971557387,,,,,,,,
60501.82003985553,,,,,,,,
60501.8203598704,,,,,,,,
60501.820680336474,,,,,,,,
60501.82100101089,,,,,,,,
60501.821321392905,,,,,,,,
60501.82164130646,,,,,,,,
60501.82196161822,,,,,,,,
60501.82228164295,,,,,,,,
60501.822601647495,,,,,,,,
60501.82292166878,,,,,,,,
60501.82324174167,,,,,,,,
60501.823562022604,,,,,,,,
60501.8238825296,,,,,,,,
60501.82420278422,,,,,,,,
60501.82452270668,,,,,,,,
60501.8248427732,,,,,,,,
60501.825162691406,,,,,,,,
60501.82548293945,,,,,,,,
60501.825802849824,,,,,,,,
60501.826122752536,,,,,,,,
60501.82644284243,,,,,,,,
60501.826762638135,,,,,,,,
60501.82708228831,,,,,,,,
60501.827402112845,,,,,,,,
60501.827721913825,,,,,,,,
60501.82804163796,,,,,,,,
60501.82836125976,,,,,,,,
60501.82868235662,,,,,,,,
60501.829002370236,,,,,,,,
60501.82932231394,,,,,,,,
60501.82964194047,,,,,,,,
60501.829961922165,,,,,,,,
60501.830281529765,,,,,,,,
60501.830605612384,,,,,,,,
60501.83092557372,,,,,,,,
60501.831245858295,,,,,,,,
60501.83156586317,,,,,,,,
60501.83220601643,,,,,,,,
60501.8325261976,,,,,,,,
60501.83284632948,,,,,,,,
60501.833166848875,,,,,,,,
60501.833486780546,,,,,,,,
60501.83380668514,,,,,,,,
60501.83412688892,,,,,,,,
60501.834447085304,,,,,,,,
60501.83476714098,,,,,,,,
60501.83508718084,,,,,,,,
60501.83540718812,,,,,,,,
60501.835727189435,,,,,,,,
60501.836046931865,,,,,,,,
60501.83636694273,,,,,,,,
60501.836686751645,,,,,,,,
60501.8370068652,,,,,,,,
60501.83732679684,,,,,,,,
60501.837646884516,,,,,,,,
60501.837966713036,,,,,,,,
60501.838286456594,,,,,,,,
60501.83860604868,,,,,,,,
60501.838926212324,,,,,,,,
60501.839245939824,,,,,,,,
60501.83956577336,,,,,,,,
60501.83988570749,,,,,,,,
60501.84020543366,,,,,,,,
60501.84052570124,,,,,,,,
60501.84084593957,,,,,,,,
60501.84117011071,,,,,,,,
60501.8414902371,,,,,,,,
60501.841810322905,,,,,,,,
60501.84213043637,,,,,,,,
60501.84245031531,,,,,,,,
60501.84277051305,,,,,,,,
60501.843090640235,,,,,,,,
60501.843410738904,,,,,,,,
60501.8437309044,,,,,,,,
60501.8440511032,,,,,,,,
60501.84437137954,,,,,,,,
60501.84469149187,,,,,,,,
60501.84501149317,,,,,,,,
60501.84533153166,,,,,,,,
60501.845651506264,,,,,,,,
60501.84597144477,,,,,,,,
60501.84629128748,,,,,,,,
60501.846611275556,,,,,,,,
60501.84693116027,,,,,,,,
60501.84725121799,,,,,,,,
60501.847571764265,,,,,,,,
60501.84789180783,,,,,,,,
60501.84821162255,,,,,,,,
60501.848531301715,,,,,,,,
60501.8488510396,,,,,,,,
60501.8491707631,,,,,,,,
60501.8494905097,,,,,,,,
60501.849810366206,,,,,,,,
60501.85013022508,,,,,,,,
60501.85045018713,,,,,,,,
60501.850769828045,,,,,,,,
60501.85109012791,,,,,,,,
60501.85141025733,,,,,,,,
60501.851734275864,,,,,,,,
60501.85205449136,,,,,,,,
60501.85237462609,,,,,,,,
60501.852694507215,,,,,,,,
60501.85301453055,,,,,,,,
60501.853334633764,,,,,,,,
60501.85365531458,,,,,,,,
60501.85397522102,,,,,,,,
60501.854295266196,,,,,,,,
60501.85461547301,,,,,,,,
60501.85493559504,,,,,,,,
60501.8552557191,,,,,,,,
60501.85557590435,,,,,,,,
60501.85589593409,,,,,,,,
60501.85621573083,,,,,,,,
60501.85653560038,,,,,,,,
60501.85685543106,,,,,,,,
60501.85717535636,,,,,,,,
60501.85749519901,,,,,,,,
60501.857815050505,,,,,,,,
60501.858135029004,,,,,,,,
60501.85845474462,,,,,,,,
60501.85877446157,,,,,,,,
60501.85909419187,,,,,,,,
60501.85941402911,,,,,,,,
60501.85973396714,,,,,,,,
60501.860053736,,,,,,,,
60501.860373490345,,,,,,,,
60501.86069326652,,,,,,,,
60501.861008717926,,,,,,,,
60501.8613290648,,,,,,,,
60501.8616493568,,,,,,,,
60501.86196954065,,,,,,,,
60501.8622933832,,,,,,,,
60501.86261336913,,,,,,,,
60501.862933544064,,,,,,,,
60501.86325370945,,,,,,,,
60501.86357405488,,,,,,,,
60501.86389411519,,,,,,,,
60501.8642144709,,,,,,,,
60501.86453460524,,,,,,,,
60501.864854545056,,,,,,,,
60501.86517467277,,,,,,,,
60501.865494702135,,,,,,,,
60501.86581451661,,,,,,,,
60501.8661344177,,,,,,,,
60501.86645453387,,,,,,,,
60501.86677449283,,,,,,,,
60501.86709434883,,,,,,,,
60501.86741435259,,,,,,,,
60501.867734371925,,,,,,,,
60501.86805408976,,,,,,,,
60501.868373837126,,,,,,,,
60501.86869358559,,,,,,,,
60501.86901321258,,,,,,,,
60501.8693329443,,,,,,,,
60501.86965278021,,,,,,,,
60501.86997268534,,,,,,,,
60501.87029247588,,,,,,,,
60501.87061214235,,,,,,,,
60501.87093237195,,,,,,,,
60501.87125242474,,,,,,,,
60501.87157282157,,,,,,,,
60501.87189283585,,,,,,,,
60501.87221318827,,,,,,,,
60501.872533190195,,,,,,,,
60501.87285717936,,,,,,,,
60501.87317731525,,,,,,,,
60501.87349732837,,,,,,,,
60501.87381716886,,,,,,,,
60501.87413736869,,,,,,,,
60501.87445733216,,,,,,,,
60501.874777630175,,,,,,,,
60501.87509764238,,,,,,,,
60501.87573786037,,,,,,,,
60501.87605789576,,,,,,,,
60501.8763778788,,,,,,,,
60501.876697612664,,,,,,,,
60501.87701772391,,,,,,,,
60501.87733755452,,,,,,,,
60501.87765751047,,,,,,,,
60501.87797729209,,,,,,,,
60501.87829692351,,,,,,,,
60501.878616784976,,,,,,,,
60501.87893664619,,,,,,,,
60501.87925637205,,,,,,,,
60501.87957607492,,,,,,,,
60501.87989585241,,,,,,,,
60501.88021551217,,,,,,,,
60501.88053522705,,,,,,,,
60501.88085482809,,,,,,,,
60501.881175116134,,,,,,,,
60501.881495052694,,,,,,,,
60501.88181516862,,,,,,,,
60501.88213545902,,,,,,,,
60501.88245574013,,,,,,,,
60501.88277568464,,,,,,,,
60501.883095833226,,,,,,,,
60501.88341573772,,,,,,,,
60501.88373584797,,,,,,,,
60501.88405595404,,,,,,,,
60501.8843761433,,,,,,,,
60501.884696288726,,,,,,,,
60501.88501645447,,,,,,,,
60501.88533644249,,,,,,,,
60501.88565640815,,,,,,,,
60501.88597626181,,,,,,,,
60501.88629610123,,,,,,,,
60501.886615993004,,,,,,,,
60501.886935861614,,,,,,,,
60501.887255618174,,,,,,,,
60501.88757537344,,,,,,,,
60501.88789523123,,,,,,,,
60501.88821505717,,,,,,,,
60501.88853498187,,,,,,,,
60501.88885480141,,,,,,,,
60501.88917444163,,,,,,,,
60501.889494264135,,,,,,,,
60501.889814234455,,,,,,,,
60501.890133885856,,,,,,,,
60501.89045370732,,,,,,,,
60501.89077359523,,,,,,,,
60501.89109388507,,,,,,,,
60501.89141395867,,,,,,,,
60501.891734106444,,,,,,,,
60501.8920541837,,,,,,,,
60501.8923746505,,,,,,,,
60501.89269480372,,,,,,,,
60501.89301489286,,,,,,,,
60501.89333521033,,,,,,,,
60501.893655122265,,,,,,,,
60501.89397925969,,,,,,,,
60501.89429941805,,,,,,,,
60501.894619563434,,,,,,,,
60501.894939844606,,,,,,,,
60501.89526012346,,,,,,,,
60501.895580306904,,,,,,,,
60501.89590037449,,,,,,,,
60501.896220251234,,,,,,,,
60501.89653997161,,,,,,,,
60501.896859722205,,,,,,,,
60501.89717950953,,,,,,,,
60501.89749926825,,,,,,,,
60501.897819218015,,,,,,,,
60501.89813900164,,,,,,,,
60501.89845901924,,,,,,,,
60501.89877873754,,,,,,,,
60501.899098522976,,,,,,,,
60501.899418279034,,,,,,,,
60501.89973822058,,,,,,,,
60501.900057792474,,,,,,,,
60501.9003773341,,,,,,,,
60501.90069708271,,,,,,,,
60501.9010168724,,,,,,,,
60501.901337021096,,,,,,,,
60501.90165712364,,,,,,,,
60501.901977421556,,,,,,,,
60501.902297582135,,,,,,,,
60501.90261807894,,,,,,,,
60501.90293818676,,,,,,,,
60501.90325824398,,,,,,,,
60501.90357839847,,,,,,,,
60501.903898692224,,,,,,,,
60501.90421876679,,,,,,,,
60501.904539019095,,,,,,,,
60501.90485907534,,,,,,,,
60501.90517926759,,,,,,,,
60501.90549940305,,,,,,,,
60501.90581976766,,,,,,,,
60501.90613981649,,,,,,,,
60501.90645968095,,,,,,,,
60501.90677949812,,,,,,,,
60501.907099330754,,,,,,,,
60501.90741916778,,,,,,,,
60501.907738958864,,,,,,,,
60501.90805870207,,,,,,,,
60501.908378532826,,,,,,,,
60501.908698467436,,,,,,,,
60501.90901828849,,,,,,,,
60501.90933810835,,,,,,,,
60501.90965780498,,,,,,,,
60501.90997748585,,,,,,,,
60501.91029708515,,,,,,,,
60501.910616857334,,,,,,,,
60501.91093650505,,,,,,,,
60501.91125696452,,,,,,,,
60501.91157723936,,,,,,,,
60501.91189735905,,,,,,,,
60501.91221742517,,,,,,,,
60501.91253756434,,,,,,,,
60501.91285765835,,,,,,,,
60501.91317777705,,,,,,,,
60501.91349783637,,,,,,,,
60501.91381795373,,,,,,,,
60501.914138032225,,,,,,,,
60501.91445806181,,,,,,,,
60501.91477819438,,,,,,,,
60501.91510261259,,,,,,,,
60501.91542296585,,,,,,,,
60501.91574306747,,,,,,,,
60501.91606316465,,,,,,,,
60501.91638299905,,,,,,,,
60501.91670286878,,,,,,,,
60501.91702263305,,,,,,,,
60501.91734245849,,,,,,,,
60501.91766239025,,,,,,,,
60501.917982222076,,,,,,,,
60501.91830213206,,,,,,,,
60501.91862215446,,,,,,,,
60501.91894199097,,,,,,,,
60501.91926181626,,,,,,,,
60501.919581624934,,,,,,,,
60501.91990145258,,,,,,,,
60501.920221187174,,,,,,,,
60501.920541032916,,,,,,,,
60501.92086069317,,,,,,,,
60501.92118102385,,,,,,,,
60501.921501121775,,,,,,,,
60501.92182129199,,,,,,,,
60501.92214143147,,,,,,,,
60501.92246156212,,,,,,,,
60501.92278175243,,,,,,,,
60501.92310179181,,,,,,,,
60501.923421903244,,,,,,,,
60501.923741968916,,,,,,,,
60501.924062328544,,,,,,,,
60501.92438237292,,,,,,,,
60501.92470288581,,,,,,,,
60501.92502301785,,,,,,,,
60501.92534337985,,,,,,,,
60501.92566351957,,,,,,,,
60501.92598354194,,,,,,,,
60501.92630342336,,,,,,,,
60501.92662318914,,,,,,,,
60501.9269431186,,,,,,,,
60501.9272630361,,,,,,,,
60501.92758287281,,,,,,,,
60501.9279027611,,,,,,,,
60501.928222547955,,,,,,,,
60501.92854253175,,,,,,,,
60501.928862411245,,,,,,,,
60501.929182185486,,,,,,,,
60501.929501871404,,,,,,,,
60501.929821744576,,,,,,,,
60501.93014156471,,,,,,,,
60501.93046148436,,,,,,,,
60501.930781325005,,,,,,,,
60501.93110099989,,,,,,,,
60501.93142129302,,,,,,,,
60501.93174131389,,,,,,,,
60501.93206131333,,,,,,,,
60501.9323814961,,,,,,,,
60501.9327018204,,,,,,,,
60501.93302193548,,,,,,,,
60501.93334200281,,,,,,,,
60501.93366226437,,,,,,,,
60501.933982651244,,,,,,,,
60501.93430283382,,,,,,,,
60501.934623393805,,,,,,,,
60501.93494387366,,,,,,,,
60501.935264348416,,,,,,,,
60501.93558516533,,,,,,,,
60501.935905659215,,,,,,,,
60501.93622985065,,,,,,,,
60501.936549814505,,,,,,,,
60501.93687077973,,,,,,,,
60501.93719064271,,,,,,,,
60501.93751062169,,,,,,,,
60501.938151113005,,,,,,,,
60501.93847091593,,,,,,,,
60501.93879111513,,,,,,,,
60501.939111014566,,,,,,,,
60501.939430667866,,,,,,,,
60501.93975028802,,,,,,,,
60501.940069987686,,,,,,,,
60501.94038971922,,,,,,,,
60501.9407095972,,,,,,,,
60501.94102939791,,,,,,,,
60501.94134908469,,,,,,,,
60501.94166954652,,,,,,,,
60501.94198962938,,,,,,,,
60501.942309680875,,,,,,,,
60501.94262958884,,,,,,,,
60501.94294985674,,,,,,,,
60501.943269846546,,,,,,,,
60501.94358983399,,,,,,,,
60501.94390982787,,,,,,,,
60501.944229969806,,,,,,,,
60501.94455011566,,,,,,,,
60501.94487022428,,,,,,,,
60501.945190516104,,,,,,,,
60501.94551057281,,,,,,,,
60501.94583064089,,,,,,,,
60501.94615078033,,,,,,,,
60501.946790358044,,,,,,,,
60501.94711054505,,,,,,,,
60501.9474307748,,,,,,,,
60501.947750662934,,,,,,,,
60501.948070568505,,,,,,,,
60501.94839098083,,,,,,,,
60501.94871061052,,,,,,,,
60501.94903059763,,,,,,,,
60501.94935041394,,,,,,,,
60501.94967022341,,,,,,,,
60501.94998995837,,,,,,,,
60501.9503095016,,,,,,,,
60501.95062929246,,,,,,,,
60501.95094892773,,,,,,,,
60501.951268698656,,,,,,,,
60501.9515889059,,,,,,,,
60501.951909054995,,,,,,,,
60501.95222917157,,,,,,,,
60501.95254920578,,,,,,,,
60501.95286932746,,,,,,,,
60501.95318938096,,,,,,,,
60501.953509375744,,,,,,,,
60501.953829407394,,,,,,,,
60501.9541496455,,,,,,,,
60501.95446956714,,,,,,,,
60501.95478978397,,,,,,,,
60501.955109680755,,,,,,,,
60501.95542997741,,,,,,,,
60501.9557498349,,,,,,,,
60501.956069814165,,,,,,,,
60501.956389616855,,,,,,,,
60501.95670966947,,,,,,,,
60501.957029628844,,,,,,,,
60501.95734959237,,,,,,,,
60501.95766996356,,,,,,,,
60501.95798977099,,,,,,,,
60501.95830992071,,,,,,,,
60501.958629955705,,,,,,,,
60501.958950134045,,,,,,,,
60501.95927027544,,,,,,,,
60501.959589951395,,,,,,,,
60501.95991000354,,,,,,,,
60501.960229781835,,,,,,,,
60501.960549831245,,,,,,,,
60501.96086953101,,,,,,,,
60501.96118905095,,,,,,,,
60501.9615088005,,,,,,,,
60501.962148451865,,,,,,,,
60501.962468467114,,,,,,,,
60501.96278847323,,,,,,,,
60501.96310890328,,,,,,,,
60501.963428851275,,,,,,,,
60501.963748809525,,,,,,,,
60501.964068931426,,,,,,,,
60501.964388962966,,,,,,,,
60501.96502878545,,,,,,,,
60501.96534869357,,,,,,,,
60501.9656687777,,,,,,,,
60501.96598875551,,,,,,,,
60501.966308910916,,,,,,,,
60501.96662906133,,,,,,,,
60501.96694885422,,,,,,,,
60501.96726870194,,,,,,,,
60501.967592787805,,,,,,,,
60501.96791259855,,,,,,,,
60501.96823243043,,,,,,,,
60501.96855232827,,,,,,,,
60501.96887237771,,,,,,,,
60501.96919225535,,,,,,,,
60501.96951203311,,,,,,,,
60501.96983170375,,,,,,,,
60501.97015156357,,,,,,,,
60501.970471237306,,,,,,,,
60501.970790952786,,,,,,,,
60501.97111059753,,,,,,,,
60501.97143015098,,,,,,,,
60501.97175022938,,,,,,,,
60501.9720702371,,,,,,,,
60501.97239036893,,,,,,,,
60501.972710562906,,,,,,,,
60501.97303083244,,,,,,,,
60501.97335080526,,,,,,,,
60501.97367103302,,,,,,,,
60501.973991042905,,,,,,,,
60501.97431103304,,,,,,,,
60501.97463102671,,,,,,,,
60501.97495113726,,,,,,,,
60501.97527127619,,,,,,,,
60501.97559141157,,,,,,,,
60501.97591154818,,,,,,,,
60501.976231326684,,,,,,,,
60501.976551499145,,,,,,,,
60501.97687179086,,,,,,,,
60501.97719168129,,,,,,,,
60501.97751141636,,,,,,,,
60501.977831317985,,,,,,,,
60501.9781512045,,,,,,,,
60501.97847120547,,,,,,,,
60501.978791312074,,,,,,,,
60501.979111114546,,,,,,,,
60501.979431081854,,,,,,,,
60501.97975076391,,,,,,,,
60501.98007053698,,,,,,,,
60501.98039047042,,,,,,,,
60501.98071022597,,,,,,,,
60501.98102994704,,,,,,,,
60501.98134978316,,,,,,,,
60501.9816694891,,,,,,,,
60501.981989764434,,,,,,,,
60501.98230985917,,,,,,,,
60501.98263004844,,,,,,,,
60501.982950435675,,,,,,,,
60501.98327082341,,,,,,,,
60501.98359108209,,,,,,,,
60501.98391129389,,,,,,,,
60501.98423164558,,,,,,,,
60501.98487137594,,,,,,,,
60501.985191616404,,,,,,,,
60501.985511527615,,,,,,,,
60501.985831440106,,,,,,,,
60501.98615122757,,,,,,,,
60501.986471444165,,,,,,,,
60501.98679167462,,,,,,,,
60501.98711163545,,,,,,,,
60501.98743154825,,,,,,,,
60501.98775137251,,,,,,,,
60501.98807109588,,,,,,,,
60501.988390980536,,,,,,,,
60501.98871094191,,,,,,,,
60501.98903090012,,,,,,,,
60501.98967216209,,,,,,,,
60501.9899917788,,,,,,,,
60501.99031139766,,,,,,,,
60501.990631077955,,,,,,,,
60501.990950803855,,,,,,,,
60501.99127045705,,,,,,,,
60501.99159027099,,,,,,,,
60501.99191050791,,,,,,,,
60501.99223066868,,,,,,,,
60501.99255089963,,,,,,,,
60501.99286985156,,,,,,,,
60501.993190064284,,,,,,,,
60501.993510076594,,,,,,,,
60501.99383038655,,,,,,,,
60501.99415054663,,,,,,,,
60501.99447060529,,,,,,,,
60501.99479060581,,,,,,,,
60501.99511075846,,,,,,,,
60501.99543080805,,,,,,,,
60501.99575096243,,,,,,,,
60501.996070853806,,,,,,,,
60501.996390976135,,,,,,,,
60501.99671087683,,,,,,,,
60501.99703071579,,,,,,,,
60501.99735054212,,,,,,,,
60501.997670670695,,,,,,,,
60501.99799045778,,,,,,,,
60501.99831028821,,,,,,,,
60501.99862994508,,,,,,,,
60501.999274492475,,,,,,,,
60501.999594557055,,,,,,,,
60501.999914385706,,,,,,,,
60502.00023399225,,,,,,,,
60502.00055376658,,,,,,,,
60502.00087362212,,,,,,,,
60502.001193344826,,,,,,,,
60502.001513061085,,,,,,,,
60502.0018328482,,,,,,,,
60502.00215300522,,,,,,,,
60502.00247314793,,,,,,,,
60502.00279366554,,,,,,,,
60502.00311358628,,,,,,,,
60502.0034339249,,,,,,,,
60502.00375392204,,,,,,,,
60502.0040739255,,,,,,,,
60502.004393913216,,,,,,,,
60502.00471408798,,,,,,,,
60502.005034310234,,,,,,,,
60502.00535442689,,,,,,,,
60502.00567477446,,,,,,,,
60502.005994994804,,,,,,,,
60502.00631517082,,,,,,,,
60502.006635187645,,,,,,,,
60502.006955283956,,,,,,,,
60502.00727524618,,,,,,,,
60502.00759515782,,,,,,,,
60502.00791516259,,,,,,,,
60502.00823495515,,,,,,,,
60502.008555582055,,,,,,,,
60502.00887568611,,,,,,,,
60502.009195810904,,,,,,,,
60502.00951558046,,,,,,,,
60502.00983529408,,,,,,,,
60502.010155244665,,,,,,,,
60502.0104750281,,,,,,,,
60502.010795451024,,,,,,,,
60502.011115363835,,,,,,,,
60502.011435059096,,,,,,,,
60502.011754650695,,,,,,,,
60502.01207465806,,,,,,,,
60502.01239516477,,,,,,,,
60502.01271520087,,,,,,,,
60502.01303553483,,,,,,,,
60502.01335562302,,,,,,,,
60502.01367592172,,,,,,,,
60502.013995942536,,,,,,,,
60502.01431648681,,,,,,,,
60502.01463662563,,,,,,,,
60502.014956432045,,,,,,,,
60502.01527677726,,,,,,,,
60502.01559706927,,,,,,,,
60502.01591743643,,,,,,,,
60502.016237610966,,,,,,,,
60502.01655771929,,,,,,,,
60502.016877728456,,,,,,,,
60502.017197696085,,,,,,,,
60502.01751757822,,,,,,,,
60502.01783746332,,,,,,,,
60502.018157332044,,,,,,,,
60502.018477245736,,,,,,,,
60502.01879706478,,,,,,,,
60502.01911682532,,,,,,,,
60502.01943694966,,,,,,,,
60502.01975692083,,,,,,,,
60502.0200766559,,,,,,,,
60502.02039637917,,,,,,,,
60502.02071608923,,,,,,,,
60502.02103576156,,,,,,,,
